call_id,transcript_type,call_outcome,audience_segment,contact_duration_seconds,rep_performance_score,discovery_quality,transcript_length,handoff_detected,language_register_score,language_register_label,responsive_flow_score,responsive_flow_label,information_pacing_score,information_pacing_label,contextual_anchoring_score,contextual_anchoring_label,conversational_ownership_score,conversational_ownership_label,composite_score,composite_label,composite_summary
d2840652-52d5-4bf2-961e-1d97279fea0d,full_team_sell,follow_up_scheduled,k12_test_prep,1131,8,9,13895,True,2,mostly_scripted,3,mixed,2,mostly_scripted,3,mixed,2,mostly_scripted,4.8,mixed,"Agent follows a predetermined pitch structure with formulaic language and extended monologues, though shows moderate responsiveness to specific student details during discovery phase."
d44550f9-92b9-4e5c-96a2-59d7409112c5,full_team_sell,lost,k12_parent,242,7,3,3134,True,2,mostly_scripted,1,scripted,3,mixed,2,mostly_scripted,3,mixed,4.4,mixed,"Expert demonstrates scripted adherence to discovery sequence despite repeated customer requests for pricing, using formal corporate language that mismatches the customer's direct transactional tone."
d4922ab7-dee4-4329-87a1-8208fc911ecb,full_team_sell,booked,k12_test_prep,2526,9,9,32753,True,3,mixed,4,mostly_natural,2,mostly_scripted,4,mostly_natural,3,mixed,6.4,mostly_natural,"Mary delivers a moderately natural consultation with strong responsiveness and personalization, but relies on scripted monologues for company background and platform features."
df0f4fd7-d2fc-43de-9733-2c4429472957,full_team_sell,follow_up_scheduled,college_student,1587,8,9,22292,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,"Maria demonstrates strong personalization and moderate dialogue responsiveness, but delivers information in scripted monologue blocks using predominantly marketing language with visible reading behaviors."
dfb83516-a251-48ad-bb3a-337afb907249,full_team_sell,follow_up_scheduled,k12_test_prep,3136,8,9,36823,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,2,mostly_scripted,4.8,mixed,"Charlotte delivers a structured pitch with strong personalization to customer needs but relies on scripted language, extended monologues, and formulaic transitions throughout."
e174715e-5536-4a9c-b2cd-cb03bec16013,expert_close,booked,k12_parent,815,9,9,8788,False,4,mostly_natural,5,natural,4,mostly_natural,5,natural,5,natural,9.2,natural,"Highly natural delivery with conversational language, responsive dialogue, personalized anchoring, and strong ownership throughout."
e1cf3154-3672-41e3-bd6d-c97563f084f4,full_team_sell,booked,k12_parent,1211,9,9,15756,True,2,mostly_scripted,3,mixed,1,scripted,4,mostly_natural,3,mixed,5.2,mixed,"Agent shows strong personalization and adapts to customer input, but delivers company/platform information in scripted monologue blocks with marketing language."
e4db6717-61b0-44fe-81de-b48303f50e23,full_team_sell,booked,k12_parent,2670,9,9,32222,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Kyle delivers a highly natural, responsive consultation with strong personalization and conversational ownership, though platform explanation segments show some monologue pacing."
e557fd38-e63d-49e6-9d08-47bc85aa0178,full_team_sell,booked,k12_test_prep,1905,9,9,29667,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Expert delivers mostly natural, personalized consultation with strong contextual anchoring and responsive flow, though product description includes some monologue segments."
ea2841c0-96a0-4365-b4f2-338f19b3eaa2,full_team_sell,follow_up_scheduled,college_student,981,8,9,13983,True,4,mostly_natural,4,mostly_natural,3,mixed,4,mostly_natural,4,mostly_natural,7.6,mostly_natural,"Expert demonstrates strong conversational delivery with personalized discovery and natural language, though platform description shows brief scripted pacing."
ed23ff0e-fee4-44b4-89b2-bbc34eff8de8,full_team_sell,booked,grad_test_prep,1082,8,9,16340,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Expert demonstrates highly natural, responsive dialogue with strong personalization and conversational language, with minor scripted moments during feature explanation."
ed37c0b5-da75-44f6-8593-c08e8ea1956a,full_team_sell,follow_up_scheduled,college_student,730,9,9,9465,False,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Agent demonstrates strong conversational delivery with personalized anchoring and responsive flow, though opening pacing shows some monologue tendency."
f2f0183e-2c20-4fe8-874d-8066b2d015fb,full_team_sell,lost,college_student,578,,4,5922,False,4,mostly_natural,5,natural,5,natural,4,mostly_natural,4,mostly_natural,8.8,natural,"Highly natural delivery with conversational language, fully responsive flow adapted to customer confusion, and strong ownership of material with minimal scripted moments."
fc9bc644-6998-461c-82ed-a86f8341c309,full_team_sell,booked,k12_parent,1014,,10,15476,True,4,mostly_natural,5,natural,3,mixed,5,natural,4,mostly_natural,8.4,mostly_natural,"Highly natural and responsive discovery phase with deep personalization, though program explanation includes moderate monologue segments with some formulaic phrasing."
ff3a359f-a0de-4437-8a2a-11e6bcfbfc32,full_team_sell,booked,k12_parent,2083,,9,24339,True,4,mostly_natural,4,mostly_natural,3,mixed,5,natural,4,mostly_natural,8.0,mostly_natural,"Brandy delivers a mostly natural consultation with strong personalization and responsive discovery, though product presentation includes monologue sections with some formulaic phrasing."
